name,artist,genre,popularity,releaseDate,releaseYear,releaseMonth,timePeriod,energy,danceability,loudness,liveness,valence,speechiness,instrumentalness,acousticness,tempo,timeSignature,mode,key,durationMin,popularityGroup
Mogbe,Asake,arabic,57,2023-06-15,2023,6,2020s,0.778,0.849,-7.097,0.129,0.71,0.0397,0.00016,0.401,114.021,4,0,0,2.98,Medium popularity
NSV,"Bella Shmurda, Tiwa Savage",arabic,44,2023-05-12,2023,5,2020s,0.631,0.85,-7.171,0.0914,0.843,0.215,4.28e-06,0.492,111.997,4,1,6,3.14,Medium popularity
Many Things,Zinoleesky,arabic,56,2023-04-21,2023,4,2020s,0.654,0.581,-5.87,0.301,0.687,0.285,2e-05,0.345,124.387,5,1,11,2.8,Medium popularity
Personal,Zinoleesky,arabic,49,2022-12-23,2022,12,2020s,0.542,0.736,-7.362,0.101,0.766,0.215,0.0,0.452,109.956,4,0,2,2.39,Medium popularity
Many Roads,"Zinoleesky, Ayra Starr",arabic,43,2022-12-23,2022,12,2020s,0.656,0.701,-6.368,0.248,0.615,0.0881,1.57e-06,0.178,114.831,4,1,2,2.59,Medium popularity
Body,Naira Marley,arabic,40,2023-05-10,2023,5,2020s,0.733,0.909,-4.351,0.0811,0.653,0.0622,0.108,0.159,116.073,4,1,7,2.11,Medium popularity
Gbese,"Majeeed, Tiwa Savage",arabic,44,2023-09-06,2023,9,2020s,0.656,0.766,-6.849,0.155,0.637,0.0474,0.0,0.0449,111.995,4,1,10,2.72,Medium popularity
Yan Yan Yan,Zinoleesky,arabic,40,2022-12-23,2022,12,2020s,0.711,0.773,-9.268,0.0782,0.693,0.0856,0.00255,0.0328,113.03,4,1,6,2.2,Medium popularity
Odinaka,Zinoleesky,arabic,40,2022-12-23,2022,12,2020s,0.656,0.623,-6.494,0.105,0.475,0.113,0.00165,0.553,118.093,4,0,9,2.99,Medium popularity
Modupe,"Bnxn, Olamide",arabic,45,2022-08-24,2022,8,2020s,0.558,0.671,-9.063,0.143,0.798,0.284,0.0,0.566,107.055,5,0,9,3.9,Medium popularity
Don Perignon,"Balloranking, Shallipopi",arabic,25,2023-11-19,2023,11,2020s,0.521,0.864,-10.926,0.0744,0.377,0.0955,0.0,0.146,113.064,4,0,5,2.16,Low popularity
7AM in Lekki,BhadBoi OML,arabic,50,2023-08-31,2023,8,2020s,0.582,0.713,-5.031,0.159,0.479,0.0748,3.47e-05,0.262,156.117,4,0,1,3.5,Medium popularity
Enough,BhadBoi OML,arabic,42,2023-08-31,2023,8,2020s,0.711,0.732,-6.513,0.0405,0.363,0.0869,0.00238,0.12,136.027,4,0,4,2.85,Medium popularity
Party Don't Stop,Bnxn,arabic,38,2023-10-04,2023,10,2020s,0.596,0.704,-8.827,0.151,0.36,0.274,0.00446,0.551,152.894,4,0,9,2.72,Low popularity
On The Road (feat. Meek Mill & Lil Baby),"Post Malone, Meek Mill, Lil Baby",arabic,64,2019-09-06,2019,9,2010s,0.737,0.441,-5.053,0.102,0.22,0.11,0.0,0.059,112.93,5,1,7,3.64,Medium popularity
Trap [Feat. Lil Baby],"SAINt JHN, Lil Baby",arabic,59,2019-08-22,2019,8,2010s,0.84,0.791,-2.887,0.193,0.353,0.0427,0.0,0.0839,116.991,4,1,0,3.08,Medium popularity
Gbona,"Meeza, Zinoleesky",arabic,30,2023-06-02,2023,6,2020s,0.874,0.862,-2.758,0.447,0.506,0.0619,0.0285,0.114,114.973,4,0,1,2.6,Low popularity
Vanessa,"Albertmp3, Jusjay, Zinoleesky",arabic,21,2019-06-28,2019,6,2010s,0.837,0.547,-5.68,0.0696,0.925,0.416,3.05e-05,0.342,205.067,4,0,9,3.08,Low popularity
Jaiye Foreign,"Tiwa Savage, Zinoleesky",arabic,40,2022-08-10,2022,8,2020s,0.816,0.82,-6.29,0.0541,0.861,0.077,7.81e-05,0.0216,108.98,4,0,5,3.17,Medium popularity
Like Dat,"Lil Frosh, Zinoleesky",arabic,34,2022-02-01,2022,2,2020s,0.876,0.942,-4.965,0.0266,0.749,0.0542,0.0127,0.0954,115.972,4,0,4,2.23,Low popularity
Cityboiz,"Feranbanks, Zinoleesky",arabic,37,2023-02-17,2023,2,2020s,0.786,0.856,-6.284,0.119,0.968,0.056,1.28e-05,0.0712,115.01,4,1,1,2.98,Low popularity
o'dun,"Naira Marley, Zinoleesky",arabic,41,2022-05-30,2022,5,2020s,0.83,0.784,-5.656,0.0713,0.868,0.0496,0.152,0.29,114.0,4,0,7,2.58,Medium popularity
Romeo Must Die (RMD),"Ruger, Bnxn",arabic,51,2024-02-29,2024,2,2020s,0.658,0.827,-6.364,0.144,0.551,0.0603,7e-05,0.299,104.972,4,0,6,2.67,Medium popularity
The Life I Chose,Adekunle Gold,arabic,44,2024-02-21,2024,2,2020s,0.786,0.685,-6.747,0.474,0.772,0.198,0.0,0.724,113.59,4,0,7,2.41,Medium popularity
Only Me,Asake,arabic,54,2024-01-12,2024,1,2020s,0.711,0.814,-8.186,0.0941,0.805,0.109,3.08e-06,0.496,116.037,4,1,7,2.66,Medium popularity
JELO,"Pheelz, Young Jonn",arabic,55,2023-08-31,2023,8,2020s,0.675,0.734,-7.013,0.0584,0.755,0.107,0.0,0.00552,113.949,4,0,6,2.42,Medium popularity
Realize (feat. taves),"Bnxn, taves",arabic,41,2023-10-04,2023,10,2020s,0.576,0.59,-6.53,0.0876,0.694,0.108,0.0,0.465,81.964,4,0,1,2.23,Medium popularity
My Life,Bnxn,arabic,42,2023-10-04,2023,10,2020s,0.677,0.459,-4.717,0.0797,0.311,0.415,0.00351,0.208,86.875,4,0,7,3.01,Medium popularity
Pop Sermon,"Dope Caesar, FAVE, Ajebo Hustlers",arabic,40,2023-10-04,2023,10,2020s,0.649,0.68,-6.751,0.159,0.689,0.266,0.0,0.0574,94.83,4,0,10,2.49,Medium popularity
Lever,"Vusic, Zinoleesky",arabic,41,2024-02-29,2024,2,2020s,0.411,0.627,-6.09,0.101,0.732,0.386,0.0,0.517,145.99,3,0,1,2.49,Medium popularity
Big Big Things (feat. Kizz Daniel & Seyi Vibez),"Young Jonn, Kizz Daniel, Seyi Vibez",arabic,49,2024-02-23,2024,2,2020s,0.686,0.492,-6.97,0.137,0.392,0.14,0.0,0.28,109.802,4,0,5,3.01,Medium popularity
turned your back,Gunna,arabic,64,2023-06-16,2023,6,2020s,0.649,0.519,-5.502,0.104,0.541,0.112,0.0,0.486,106.379,5,1,6,4.05,Medium popularity
Do I - Remix,"Phyno, Burna Boy",arabic,55,2023-12-19,2023,12,2020s,0.825,0.847,-7.042,0.151,0.726,0.106,0.000175,0.74,113.019,4,0,6,2.3,Medium popularity
Back On,"Quality Control, Lil Baby",arabic,56,2019-08-16,2019,8,2010s,0.754,0.529,-3.457,0.198,0.212,0.325,0.0,0.0129,175.041,4,0,10,2.42,Medium popularity
Detox,Lil Baby,arabic,53,2022-09-02,2022,9,2020s,0.503,0.845,-7.021,0.116,0.416,0.334,0.0,0.027,147.031,4,1,1,2.69,Medium popularity
Death Ain't Easy,Lil Durk,arabic,42,2020-12-24,2020,12,2020s,0.547,0.765,-9.959,0.118,0.531,0.339,0.0,0.0425,90.024,4,1,1,3.2,Medium popularity
Mukulu,Bnxn,arabic,41,2023-10-04,2023,10,2020s,0.43,0.841,-6.006,0.101,0.67,0.205,0.000712,0.698,99.933,4,1,7,2.72,Medium popularity
Efejoku,Lil Kesh,arabic,21,2015-07-28,2015,7,2010s,0.96,0.633,-2.045,0.0641,0.842,0.232,1.4e-06,0.508,96.707,3,0,4,4.09,Low popularity
Backdoor,Lil Durk,arabic,49,2021-01-29,2021,1,2020s,0.551,0.713,-7.593,0.294,0.237,0.29,3.66e-06,0.107,82.637,4,0,4,3.33,Medium popularity
Rebellious,Lil Durk,arabic,42,2019-08-02,2019,8,2010s,0.783,0.58,-4.551,0.0763,0.598,0.284,0.0,0.0267,160.153,4,0,5,2.99,Medium popularity
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,"Travis Scott, ROSALÍA, Lil Baby",arabic,61,2019-12-27,2019,12,2010s,0.491,0.559,-6.406,0.0992,0.114,0.0346,0.0,0.0567,153.131,4,0,2,4.08,Medium popularity
Basquiat,Asake,arabic,61,2023-06-15,2023,6,2020s,0.767,0.825,-7.893,0.0914,0.857,0.0418,4.6e-06,0.547,115.957,4,1,5,2.24,Medium popularity
Metro,"Hotkeed, Yo X",arabic,34,2023-12-30,2023,12,2020s,0.917,0.87,-4.819,0.176,0.786,0.0604,0.00289,0.103,120.065,4,0,3,2.17,Low popularity
New Religion,"Olamide, Asake",arabic,54,2023-08-08,2023,8,2020s,0.401,0.843,-12.868,0.164,0.893,0.3,1.01e-05,0.294,114.068,4,1,1,2.56,Medium popularity
Mamba (With Bella Shmurda & Seyi Vibez),"larrylanes, Bella Shmurda, Seyi Vibez",arabic,42,2024-02-08,2024,2,2020s,0.764,0.654,-6.005,0.621,0.885,0.0349,0.0,0.157,116.121,4,1,5,2.45,Medium popularity
Pidgin & English,Bnxn,arabic,63,2023-10-04,2023,10,2020s,0.5,0.569,-4.482,0.148,0.118,0.239,0.0,0.183,116.058,5,0,6,3.64,Medium popularity
My Friend,Bella Shmurda,arabic,41,2022-01-27,2022,1,2020s,0.815,0.639,-6.221,0.0736,0.622,0.223,0.0,0.189,114.451,4,1,0,3.06,Medium popularity
Happiness (feat. Asake & Gunna),"Sarz, Asake, Gunna",arabic,66,2023-12-07,2023,12,2020s,0.744,0.806,-5.377,0.104,0.765,0.0392,0.395,0.187,104.991,4,0,10,2.91,Medium popularity
Twe Twe,Kizz Daniel,arabic,45,2023-12-11,2023,12,2020s,0.838,0.501,-8.959,0.115,0.829,0.165,6.3e-06,0.533,95.013,3,0,0,2.42,Medium popularity
Wahala,Naira Marley,arabic,45,2023-12-29,2023,12,2020s,0.742,0.941,-6.68,0.085,0.425,0.0756,0.00227,0.0117,114.012,4,1,2,2.67,Medium popularity
Majo,"Dj 4kerty, Bella Shmurda",arabic,29,2021-03-26,2021,3,2020s,0.834,0.529,-4.578,0.274,0.69,0.417,0.0,0.103,99.981,4,0,11,2.76,Low popularity
IDK (feat. Zlatan),"Wizkid, Zlatan",arabic,60,2023-12-21,2023,12,2020s,0.747,0.584,-4.726,0.149,0.798,0.258,0.0013,0.105,98.111,4,0,10,3.01,Medium popularity
Ololufe (feat. Wande Coal),"Wizkid, Wande Coal",arabic,54,2023-12-21,2023,12,2020s,0.831,0.841,-5.64,0.0708,0.584,0.0409,0.00137,0.0864,111.016,4,0,9,3.5,Medium popularity
Diamonds,Wizkid,arabic,56,2023-12-21,2023,12,2020s,0.788,0.759,-4.776,0.0644,0.743,0.095,3.67e-05,0.0485,100.029,4,1,1,2.49,Medium popularity
Energy,Wizkid,arabic,49,2023-12-21,2023,12,2020s,0.568,0.749,-4.627,0.191,0.569,0.169,0.00114,0.546,109.951,4,0,11,3.02,Medium popularity
Bad To Me,Wizkid,arabic,57,2022-11-11,2022,11,2020s,0.814,0.859,-4.568,0.0959,0.91,0.0469,0.0113,0.0638,110.042,4,0,10,2.98,Medium popularity
Many Ways (feat. Wizkid),"Bnxn, Wizkid",arabic,55,2022-08-24,2022,8,2020s,0.526,0.773,-11.858,0.169,0.813,0.0809,0.00297,0.579,99.989,4,0,5,3.79,Medium popularity
Loju (feat. Wizkid),"SPINALL, Wizkid",arabic,45,2023-06-30,2023,6,2020s,0.778,0.579,-4.949,0.142,0.917,0.0887,0.0205,0.0522,114.843,4,0,11,2.9,Medium popularity
7 DAYS,Ayo Maff,arabic,62,2024-01-26,2024,1,2020s,0.381,0.741,-11.531,0.149,0.625,0.339,0.0,0.64,140.015,4,1,2,2.57,Medium popularity
STREET ANTHEM,Ayo Maff,arabic,48,2024-01-26,2024,1,2020s,0.538,0.833,-10.94,0.18,0.119,0.0398,0.000282,0.472,115.039,4,0,11,2.19,Medium popularity
Egwu,"Chike, Mohbad",arabic,58,2023-12-15,2023,12,2020s,0.722,0.878,-6.917,0.141,0.57,0.0473,0.00311,0.366,117.967,4,1,9,2.27,Medium popularity
Husk,Men I Trust,pop,61,2024-09-10,2024,9,2020s,0.695,0.727,-10.961,0.0714,0.672,0.0382,0.957,0.407,128.983,4,1,10,3.41,Medium popularity
Sexy to Someone,Clairo,pop,64,2024-05-23,2024,5,2020s,0.545,0.716,-6.949,0.101,0.82,0.0329,0.00344,0.338,98.232,4,0,0,3.46,Medium popularity
I Said What I Said,The Softies,pop,38,2024-08-23,2024,8,2020s,0.239,0.435,-10.863,0.127,0.184,0.0263,0.0671,0.99,84.845,4,1,7,2.39,Low popularity
magic 8 ball,"Cavetown, Frankie Cosmos",pop,50,2024-10-10,2024,10,2020s,0.453,0.596,-9.536,0.0546,0.343,0.026,2.16e-06,0.845,104.976,4,1,9,2.97,Medium popularity
What’s This About (La La La La),Kate Bollinger,pop,36,2024-07-30,2024,7,2020s,0.678,0.688,-9.999,0.669,0.805,0.0392,0.0133,0.174,117.987,4,1,9,2.18,Low popularity
time waits,Glitter Party,pop,44,2023-04-30,2023,4,2020s,0.762,0.508,-8.775,0.107,0.516,0.0585,0.591,0.00132,90.02,4,1,4,3.33,Medium popularity
Skin,Dijon,pop,58,2018-04-19,2018,4,2010s,0.616,0.674,-3.471,0.331,0.551,0.0272,2.1e-06,0.512,94.934,4,1,7,3.84,Medium popularity
magic,strongboi,pop,45,2024-04-12,2024,4,2020s,0.446,0.645,-6.057,0.0947,0.576,0.033,0.000132,0.479,177.711,4,1,2,4.22,Medium popularity
Tired Boy,Sunday (1994),pop,27,2024-02-23,2024,2,2020s,0.506,0.415,-7.291,0.105,0.296,0.0282,0.000255,0.133,173.923,4,1,2,4.51,Low popularity
dirty dancer,Orion Sun,pop,65,2022-02-08,2022,2,2020s,0.525,0.702,-5.028,0.119,0.515,0.0313,0.0667,0.376,113.856,4,0,7,2.83,Medium popularity
apart of me,Takayoshi,pop,67,2023-01-06,2023,1,2020s,0.762,0.669,-12.308,0.151,0.876,0.0364,0.842,0.0663,139.974,4,0,5,1.27,Medium popularity
The Dress,Dijon,pop,64,2021-11-05,2021,11,2020s,0.531,0.747,-5.99,0.192,0.785,0.0477,1.8e-06,0.266,88.009,4,1,8,3.08,Medium popularity
Morning Sex,Ralph Castelli,pop,63,2019-06-07,2019,6,2010s,0.353,0.81,-9.536,0.082,0.731,0.0437,0.000104,0.0473,124.991,4,1,6,2.92,Medium popularity
bad,wave to earth,pop,64,2023-04-20,2023,4,2020s,0.551,0.562,-8.879,0.164,0.386,0.0318,0.113,0.705,135.808,4,1,2,4.39,Medium popularity
Room For You,"grentperez, Lyn Lapid",pop,62,2024-07-26,2024,7,2020s,0.394,0.759,-7.399,0.124,0.501,0.0636,0.00168,0.843,129.931,4,0,6,3.06,Medium popularity
Care For You,The Marías,pop,60,2020-10-16,2020,10,2020s,0.413,0.879,-9.161,0.318,0.869,0.0575,0.221,0.816,109.988,4,0,1,2.6,Medium popularity
Radio,Freak Slug,pop,60,2020-09-15,2020,9,2020s,0.528,0.693,-8.468,0.114,0.597,0.0259,0.846,0.699,107.949,4,1,1,3.19,Medium popularity
Golden Light,STRFKR,pop,60,2013-02-19,2013,2,2010s,0.669,0.573,-11.436,0.321,0.159,0.0332,0.806,0.521,96.982,4,0,8,4.72,Medium popularity
Heaven,Clairo,pop,59,2018-09-07,2018,9,2010s,0.262,0.733,-13.766,0.105,0.444,0.028,4.79e-06,0.224,135.497,3,1,0,3.9,Medium popularity
Call Me Up,daydreamers,pop,56,2024-04-04,2024,4,2020s,0.71,0.721,-7.946,0.354,0.684,0.036,0.045,0.343,99.995,4,1,9,2.69,Medium popularity
Cool with You,Her's,pop,56,2017-05-12,2017,5,2010s,0.62,0.534,-6.775,0.296,0.547,0.0504,0.000736,0.0124,106.986,4,1,0,6.26,Medium popularity
Frankenstein,Claire Rosinkranz,pop,56,2021-05-14,2021,5,2020s,0.745,0.826,-6.091,0.178,0.883,0.141,1.32e-05,0.13,119.92,4,1,2,3.37,Medium popularity
Bedroom,Litany,pop,55,2017-06-07,2017,6,2010s,0.454,0.7,-8.15,0.162,0.62,0.0943,0.0,0.0372,184.956,4,1,6,3.11,Medium popularity
Flook,Hector Gachan,pop,55,2017-12-01,2017,12,2010s,0.508,0.701,-11.643,0.413,0.21,0.0284,0.796,0.732,109.363,4,1,1,1.47,Medium popularity
Creep,Radiohead,rock,27,1993-02-22,1993,2,1990s,0.43,0.515,-9.935,0.129,0.104,0.0369,0.000141,0.0102,91.841,4,1,7,3.98,Low popularity
Zombie,The Cranberries,rock,24,2021-05-25,2021,5,2020s,0.738,0.252,-5.326,0.375,0.256,0.0446,0.000497,0.0145,165.187,4,1,7,5.12,Low popularity
Back for More,Hurricane on Saturn,rock,47,2023-02-24,2023,2,2020s,0.742,0.679,-7.863,0.0791,0.552,0.029,0.0,0.036,125.052,4,0,2,3.37,Medium popularity
Smells Like Teen Spirit - Remastered 2021,Nirvana,rock,53,2021-11-12,2021,11,2020s,0.918,0.489,-4.502,0.0908,0.691,0.0554,7.64e-05,3.53e-05,116.731,4,1,1,5.01,Medium popularity
Bitter Sweet Symphony,The Verve,rock,24,1997-09-29,1997,9,1990s,0.911,0.362,-5.966,0.466,0.498,0.049,0.0,0.0336,171.112,4,1,9,5.95,Low popularity
Here Without You,3 Doors Down,rock,50,2002-01-01,2002,1,2000s,0.545,0.556,-6.768,0.124,0.193,0.0255,0.0,0.0635,143.991,4,0,10,3.98,Medium popularity
Monsters,"Hurricane on Saturn, Deuce",rock,46,2022-08-15,2022,8,2020s,0.894,0.571,-4.561,0.123,0.452,0.0696,6.15e-06,0.0441,75.005,4,0,0,4.35,Medium popularity
The Reason,Hoobastank,rock,27,2004-04-27,2004,4,2000s,0.659,0.474,-4.667,0.154,0.075,0.0292,0.0,0.0125,82.957,4,1,4,3.88,Low popularity
Losing My Religion,R.E.M.,rock,19,1991-03-12,1991,3,1990s,0.852,0.664,-4.996,0.1,0.807,0.029,0.0,0.174,125.632,4,0,9,4.47,Low popularity
Rescue Light,Hurricane on Saturn,rock,44,2024-01-27,2024,1,2020s,0.943,0.428,-4.129,0.814,0.605,0.0798,0.0,0.00162,152.041,4,1,0,3.33,Medium popularity
Heathens,Twenty One Pilots,rock,33,2023-07-28,2023,7,2020s,0.396,0.732,-9.348,0.105,0.548,0.0286,3.54e-05,0.0841,90.025,4,0,4,3.27,Low popularity
YOUtopia,Bring Me The Horizon,rock,65,2024-05-24,2024,5,2020s,0.931,0.283,-2.986,0.428,0.35,0.165,0.0,0.00317,176.082,4,1,9,4.04,Medium popularity
Perfect Soul,Spiritbox,rock,54,2024-11-17,2024,11,2020s,0.966,0.359,-3.9,0.198,0.289,0.0994,0.0337,1.56e-05,103.744,4,0,10,3.99,Medium popularity
Hell You Call A Dream,The Warning,rock,57,2024-06-28,2024,6,2020s,0.873,0.459,-4.121,0.194,0.563,0.0735,0.0,0.00272,94.878,4,1,8,2.93,Medium popularity
Dystopia,ONE OK ROCK,rock,59,2024-10-25,2024,10,2020s,0.861,0.461,-3.381,0.114,0.7,0.0988,0.0,0.00322,178.119,4,1,9,3.16,Medium popularity
Will You Love Me When I’m Dead,Amira Elfeky,rock,58,2024-10-23,2024,10,2020s,0.784,0.335,-4.161,0.333,0.333,0.0534,0.00147,0.014,110.029,5,0,6,3.23,Medium popularity
TAKE ME IN,blink-182,rock,59,2024-09-06,2024,9,2020s,0.775,0.39,-3.358,0.0965,0.214,0.0288,0.0,0.0073,160.08,4,1,1,3.66,Medium popularity
the garden,unpeople,rock,45,2024-10-15,2024,10,2020s,0.881,0.474,-3.578,0.489,0.402,0.091,0.000195,0.000165,166.07,4,1,1,3.4,Medium popularity
Pitch Black,The Amazons,rock,49,2024-11-06,2024,11,2020s,0.921,0.391,-4.159,0.0703,0.271,0.0526,2.59e-06,0.0286,157.946,4,0,0,4.42,Medium popularity
Jerkin',Amyl and The Sniffers,rock,55,2024-10-25,2024,10,2020s,0.958,0.528,-2.4,0.135,0.587,0.0573,0.0,0.00299,144.453,4,1,11,2.14,Medium popularity
HURT,Dead Poet Society,rock,53,2024-01-26,2024,1,2020s,0.922,0.537,-3.8,0.252,0.775,0.0785,0.0,0.00141,160.046,4,0,11,3.57,Medium popularity
Metaverse,Cage The Elephant,rock,50,2024-05-17,2024,5,2020s,0.904,0.477,-4.074,0.068,0.688,0.0377,1.86e-06,1.52e-05,143.929,4,1,9,2.24,Medium popularity
Sad In Carolina,Dexter and The Moonrocks,rock,17,2024-05-01,2024,5,2020s,0.835,0.454,-4.642,0.154,0.299,0.0464,5.71e-06,0.000732,153.087,4,0,1,3.18,Low popularity
Your House,Inhaler,rock,61,2024-10-29,2024,10,2020s,0.749,0.479,-5.858,0.113,0.575,0.0527,1.15e-05,0.00453,122.057,4,0,11,3.79,Medium popularity
Takes One To Know One,The Beaches,rock,55,2024-07-12,2024,7,2020s,0.837,0.455,-2.589,0.191,0.537,0.0435,4.57e-06,0.00291,75.038,4,0,2,2.8,Medium popularity
"Always, Everytime",The Wrecks,rock,54,2024-10-04,2024,10,2020s,0.898,0.599,-3.265,0.0802,0.763,0.0855,2.08e-06,0.000772,147.989,4,1,7,2.86,Medium popularity
You Got Me Searching,Jack White,rock,51,2024-11-15,2024,11,2020s,0.891,0.504,-5.072,0.0962,0.495,0.0628,0.00571,0.0473,131.698,4,1,7,3.64,Medium popularity
Showbiz,Palaye Royale,rock,48,2024-06-26,2024,6,2020s,0.834,0.563,-5.549,0.336,0.38,0.0367,5.03e-05,0.0304,116.03,4,0,2,2.76,Medium popularity
Detroit,Badflower,rock,50,2024-07-26,2024,7,2020s,0.892,0.566,-4.979,0.316,0.367,0.0354,0.0,0.000538,133.028,4,1,0,3.53,Medium popularity
Fuse,House of Protection,rock,47,2024-09-13,2024,9,2020s,0.987,0.513,-4.08,0.217,0.357,0.324,0.0302,0.0034,109.989,4,1,0,3.19,Medium popularity
The Rumbling (Attack on Titan),"Ryuven, Ner Leva",metal,44,2022-03-09,2022,3,2020s,0.832,0.5,-4.229,0.0829,0.593,0.0513,0.000216,0.0191,145.091,4,1,8,1.58,Medium popularity
Holiday,Green Day,punk,61,2017-11-17,2017,11,2010s,0.89,0.552,-3.409,0.888,0.716,0.0342,0.0,0.000143,146.525,4,1,8,3.88,Medium popularity
That's What You Get,Paramore,punk,66,2007-06-11,2007,6,2000s,0.831,0.528,-3.607,0.141,0.632,0.0429,0.0,9.43e-05,131.094,3,1,8,3.67,Medium popularity
When You're Gone,Avril Lavigne,punk,67,2007-04-17,2007,4,2000s,0.719,0.457,-3.921,0.228,0.168,0.0323,0.0,0.191,142.034,4,0,4,4.01,Medium popularity
I'd Do Anything,Simple Plan,punk,61,2002-03-19,2002,3,2000s,0.917,0.395,-6.86,0.261,0.563,0.133,0.0,0.00143,169.088,4,1,8,3.29,Medium popularity
Addicted,Simple Plan,punk,59,2002-03-19,2002,3,2000s,0.751,0.522,-5.46,0.158,0.605,0.0435,2.22e-06,0.000491,139.51,3,1,1,3.87,Medium popularity
The Reason,Hoobastank,punk,23,2003-12-09,2003,12,2000s,0.671,0.474,-4.649,0.159,0.0682,0.0289,0.0,0.0129,82.94,4,1,4,3.88,Low popularity
It Ends Tonight,The All-American Rejects,punk,57,2005-01-01,2005,1,2000s,0.636,0.454,-4.731,0.154,0.313,0.0273,0.0,0.00228,87.89,4,1,0,4.08,Medium popularity
My Immortal - Band Version,Evanescence,punk,57,2003-03-04,2003,3,2000s,0.34,0.367,-7.877,0.0868,0.0704,0.0306,1.56e-05,0.755,149.788,4,1,9,4.56,Medium popularity
Move Along,The All-American Rejects,punk,67,2005-01-01,2005,1,2000s,0.916,0.518,-3.858,0.291,0.646,0.0454,0.0,0.000148,109.864,4,1,3,3.98,Medium popularity
Young Forever,"JAY-Z, Mr Hudson",blues,63,2009-09-08,2009,9,2000s,0.69,0.637,-3.214,0.211,0.103,0.0693,0.0,0.417,140.329,4,0,9,4.23,Medium popularity
(Everything I Do) I Do It For You,Bryan Adams,blues,62,1991-09-24,1991,9,1990s,0.365,0.526,-12.605,0.0618,0.254,0.028,1.37e-05,0.0775,131.251,4,1,1,6.57,Medium popularity
Bad (feat. Rihanna) - Remix,"Wale, Rihanna",blues,64,2013-06-25,2013,6,2010s,0.702,0.807,-6.594,0.111,0.447,0.0748,0.0,0.307,114.038,4,0,6,3.98,Medium popularity
All By Myself,Céline Dion,blues,67,1996-03-11,1996,3,1990s,0.325,0.344,-10.005,0.0686,0.0775,0.0287,0.0223,0.35,118.515,4,0,11,5.21,Medium popularity
I'll Make Love To You,Boyz II Men,blues,59,1994-01-01,1994,1,1990s,0.501,0.567,-8.038,0.0986,0.201,0.0241,0.0,0.0994,142.595,3,1,2,3.95,Medium popularity
I Wanna Know,Joe,blues,66,2000-04-18,2000,4,2000s,0.487,0.725,-5.959,0.431,0.599,0.0368,1.09e-05,0.26,136.086,4,0,8,4.94,Medium popularity
"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""","Céline Dion, Peabo Bryson",blues,64,1992-03-30,1992,3,1990s,0.4,0.463,-9.999,0.131,0.121,0.0308,2.46e-05,0.643,77.314,4,0,6,4.15,Medium popularity
Swear It Again - Radio Edit,Westlife,blues,65,1999-11-01,1999,11,1990s,0.532,0.626,-7.205,0.122,0.33,0.0275,0.0,0.296,130.071,4,1,9,4.14,Medium popularity
Heal the World,Michael Jackson,blues,67,1991-11-13,1991,11,1990s,0.485,0.545,-8.045,0.104,0.101,0.0485,1.8e-06,0.537,80.948,4,1,9,6.41,Medium popularity
Flying Without Wings,Westlife,blues,61,1999-11-01,1999,11,1990s,0.488,0.457,-7.964,0.154,0.283,0.0301,0.0,0.326,72.517,4,1,8,3.6,Medium popularity
Speechless,Michael Jackson,blues,47,2001-10-29,2001,10,2000s,0.37,0.459,-8.041,0.234,0.118,0.0471,0.0,0.565,133.907,4,0,7,3.31,Medium popularity
I Love You,Céline Dion,blues,65,1996-03-11,1996,3,1990s,0.496,0.438,-7.905,0.225,0.257,0.0262,0.0,0.436,176.984,3,0,1,5.5,Medium popularity
Endless Love (with Mariah Carey),"Luther Vandross, Mariah Carey",blues,61,1994-09-20,1994,9,1990s,0.477,0.413,-7.748,0.122,0.241,0.0264,2.39e-06,0.747,95.958,4,1,10,4.33,Medium popularity
Dead And Gone,"T.I., Justin Timberlake",blues,67,2008-09-07,2008,9,2000s,0.746,0.713,-4.99,0.601,0.47,0.259,0.0,0.0402,135.021,4,1,0,5.0,Medium popularity
Have You Ever Been In Love,Céline Dion,blues,49,2002-03-22,2002,3,2000s,0.432,0.464,-7.024,0.141,0.11,0.0312,0.0,0.611,137.482,4,1,6,4.14,Medium popularity
"Rain, Tax (It's Inevitable)",Céline Dion,blues,37,2002-03-22,2002,3,2000s,0.753,0.698,-4.819,0.061,0.509,0.0731,0.0,0.165,88.992,4,0,4,3.43,Low popularity
A New Day Has Come,Céline Dion,blues,55,2002-03-22,2002,3,2000s,0.333,0.436,-9.869,0.187,0.0609,0.0354,9.61e-06,0.722,119.483,3,1,6,5.7,Medium popularity
I Was Here,Beyoncé,blues,53,2011-06-24,2011,6,2010s,0.627,0.525,-6.59,0.0927,0.235,0.0335,0.0,0.431,111.026,3,1,7,3.99,Medium popularity
Do It To Me,Lionel Richie,blues,30,1997-01-01,1997,1,1990s,0.579,0.686,-8.412,0.0965,0.578,0.0272,7.43e-05,0.131,91.506,4,1,0,6.03,Low popularity
So Sick,Ne-Yo,blues,58,2006-01-01,2006,1,2000s,0.572,0.572,-8.324,0.191,0.61,0.3,0.0,0.254,94.897,4,1,6,3.45,Medium popularity
