name,artist,genre,popularity,releaseDate,releaseYear,releaseMonth,timePeriod,energy,danceability,loudness,liveness,valence,speechiness,instrumentalness,acousticness,tempo,timeSignature,mode,key,durationMin,popularityGroup
Wotless,Kes,soca,40,2011-02-09,2011,2,2010s,0.792,0.843,-3.672,0.0694,0.9,0.0542,5.02e-05,0.0671,119.992,4,1,9,3.64,Medium popularity
Feels Good - Carrots & Beets,Electra,disco,22,1993-01-01,1993,1,1990s,0.331,0.853,-17.22,0.0713,0.804,0.0529,0.61,0.000494,119.627,4,1,8,6.27,Low popularity
Stop,B.W.H.,disco,26,2016-10-26,2016,10,2010s,0.736,0.681,-14.483,0.0974,0.987,0.0424,0.602,0.0588,107.393,4,0,10,6.71,Low popularity
Stranger in a Strange Land - Club Mix 1983,N.O.I.A.,disco,19,2015-02-16,2015,2,2010s,0.761,0.775,-10.463,0.0549,0.431,0.0482,0.776,0.0413,112.979,4,1,1,7.52,Low popularity
Robot Is Systematic (Vocal Version),Lectric Workers,disco,14,2021-04-16,2021,4,2020s,0.823,0.569,-8.555,0.202,0.811,0.0381,0.00723,3.81e-05,125.237,4,1,7,8.87,Low popularity
Ma quale idea,Pino D'Angiò,disco,52,2016-01-20,2016,1,2010s,0.788,0.868,-4.321,0.0801,0.961,0.0547,2.6e-05,0.0334,114.674,4,1,1,4.37,Medium popularity
Take A Chance - Original Mix,Mr. Flagio,disco,35,2015-01-01,2015,1,2010s,0.728,0.671,-9.78,0.385,0.488,0.0403,0.00391,0.000372,118.031,4,0,2,7.87,Low popularity
On and On (Fears Keep On) - Italoconnection Mix,"Decadance, Italoconnection",disco,13,2013-04-14,2013,4,2010s,0.956,0.698,-5.782,0.263,0.321,0.0408,0.8,0.000316,104.595,4,0,4,9.01,Low popularity
Lamento Boliviano,Los Enanitos Verdes,rock,55,1999-01-01,1999,1,1990s,0.69,0.715,-8.172,0.11,0.676,0.0307,0.000657,0.192,123.555,4,0,4,3.72,Medium popularity
Amores Lejanos,Los Enanitos Verdes,rock,59,2002-01-01,2002,1,2000s,0.837,0.726,-5.325,0.322,0.559,0.032,1.31e-05,0.257,120.04,4,0,9,4.92,Medium popularity
Mala Gente,Juanes,rock,56,2002-01-01,2002,1,2000s,0.851,0.663,-3.007,0.0771,0.921,0.0491,0.0,0.0992,95.019,4,0,6,3.28,Medium popularity
Bésame,Camila,rock,66,2010-02-09,2010,2,2010s,0.385,0.258,-8.143,0.0802,0.174,0.033,0.0,0.0527,174.167,3,0,6,4.2,Medium popularity
La Paga,Juanes,rock,58,2002-01-01,2002,1,2000s,0.779,0.787,-3.559,0.0623,0.978,0.0391,0.0,0.0215,99.999,4,1,9,3.42,Medium popularity
Mariposa Traicionera,Maná,rock,55,2010-03-16,2010,3,2010s,0.794,0.773,-4.954,0.113,0.907,0.0326,0.000354,0.527,101.143,4,0,5,4.41,Medium popularity
Labios Compartidos,Maná,rock,48,2010-03-16,2010,3,2010s,0.898,0.527,-3.624,0.0686,0.462,0.0367,0.0,0.027,162.058,4,0,0,5.29,Medium popularity
Bendita Tu Luz,"Maná, Juan Luis Guerra 4.40",rock,28,2012-10-26,2012,10,2010s,0.773,0.786,-5.042,0.103,0.573,0.0288,2.57e-06,0.152,115.995,4,1,7,4.4,Low popularity
Amor Clandestino,Maná,rock,27,2012-10-26,2012,10,2010s,0.726,0.647,-6.761,0.15,0.514,0.0289,5.11e-06,0.159,147.883,4,1,2,4.86,Low popularity
Blaise Bailey Finnegan III,Godspeed You! Black Emperor,rock,31,1999-03-08,1999,3,1990s,0.313,0.273,-11.784,0.163,0.0399,0.0455,0.0922,0.11,132.899,3,0,10,17.75,Low popularity
Vizardit,"Hildá Länsman, Tuomas Norvio",world,14,2024-09-20,2024,9,2020s,0.694,0.727,-10.218,0.0977,0.236,0.064,0.118,0.0639,139.019,4,1,0,4.48,Low popularity
Raven Strut (feat. K.Clevenger) - DASH Remix,"DKD Dancers, DASH, K.Clevenger",world,17,2017-11-14,2017,11,2010s,0.486,0.701,-9.322,0.426,0.0391,0.0324,0.0779,0.00319,94.993,4,1,1,3.65,Low popularity
Tapwe,"Boogey the Beat, Young Spirit, Drezus, Pj Vegas",world,28,2023-05-12,2023,5,2020s,0.871,0.867,-3.851,0.0499,0.467,0.243,0.0282,0.00213,108.028,4,0,6,3.78,Low popularity
Nuivunga - GFD Collective,"Jens Kleist, JASMIN, Da Bartali Crew",world,12,2020-11-13,2020,11,2020s,0.802,0.729,-6.346,0.0905,0.705,0.179,4.42e-06,0.0924,96.015,4,1,7,3.89,Low popularity
Meditjin,"Baker Boy, JessB",world,35,2021-10-15,2021,10,2020s,0.878,0.825,-3.356,0.122,0.53,0.185,2.42e-05,0.0657,119.963,4,1,1,2.99,Low popularity
Break It Down,Tjaka,world,16,2022-08-16,2022,8,2020s,0.917,0.85,-4.932,0.239,0.798,0.0803,0.000101,0.138,120.006,4,1,0,3.37,Low popularity
uduli 跳一波,ABAO阿爆,world,13,2019-12-30,2019,12,2010s,0.821,0.58,-6.599,0.177,0.648,0.0415,8.71e-05,0.00315,100.061,4,0,1,3.04,Low popularity
Half Breed - Remix,DJ Shub,world,11,2023-11-03,2023,11,2020s,0.831,0.844,-5.561,0.2,0.698,0.262,0.00012,0.00688,125.012,4,1,7,4.78,Low popularity
Sisters,"The Halluci Nation, Northern Voice",world,39,2013-05-07,2013,5,2010s,0.629,0.725,-4.729,0.212,0.194,0.0356,0.0673,0.00139,130.023,4,1,9,4.53,Low popularity
Emta Njawzak Yamma,DAM,world,35,2019-06-07,2019,6,2010s,0.731,0.819,-6.502,0.118,0.0484,0.0479,0.0731,0.026,122.012,4,1,1,4.48,Low popularity
Behold a Pale Horse,"STOiK, Jah'kota, Plex, Drezus",world,18,2019-04-09,2019,4,2010s,0.474,0.707,-8.705,0.64,0.534,0.147,0.000689,0.201,79.933,4,1,0,4.37,Low popularity
AVINU CHAI (AM YISRAEL CHAI),Yoni Z,world,33,2024-03-15,2024,3,2020s,0.927,0.6,-4.776,0.327,0.442,0.107,0.00581,0.025,141.961,4,1,6,3.09,Low popularity
Lech Lecha (K3LZ Remix),"K3LZ, Eli Levin",world,27,2023-01-24,2023,1,2020s,0.907,0.684,-3.949,0.112,0.336,0.0648,0.000175,0.346,115.087,4,1,8,3.48,Low popularity
The Rain,TAI,world,42,2024-09-02,2024,9,2020s,0.59,0.377,-4.164,0.15,0.563,0.0336,0.0,0.514,78.459,1,1,5,2.86,Medium popularity
תלוי בנו,נהוראי אריאלי,world,32,2022-03-26,2022,3,2020s,0.465,0.794,-8.144,0.103,0.652,0.057,1.37e-06,0.751,110.014,4,0,1,2.64,Low popularity
ארץ ישראל,Ishay Ribo,world,46,2024-09-16,2024,9,2020s,0.513,0.788,-9.877,0.0811,0.82,0.0464,1.92e-05,0.774,99.022,4,0,4,2.63,Medium popularity
Az Yashir 2.0,"K3LZ, Eli Levin, MOiSHE'LE",world,25,2024-03-13,2024,3,2020s,0.568,0.806,-11.061,0.104,0.628,0.0315,0.00165,0.0462,118.027,4,0,5,3.07,Low popularity
Eimosai (K3LZ Remix),"Danny Palgon, K3LZ",world,24,2023-10-09,2023,10,2020s,0.695,0.666,-8.157,0.0758,0.422,0.0402,2.03e-06,0.148,120.043,4,1,2,3.47,Low popularity
LOVE ME,"Nissim Black, Oryahh",world,28,2023-09-26,2023,9,2020s,0.833,0.55,-5.513,0.103,0.577,0.0521,4.53e-05,0.0523,169.964,4,1,8,2.4,Low popularity
BaTachti,Dovid Lowy,world,24,2020-05-17,2020,5,2020s,0.737,0.66,-4.931,0.0477,0.802,0.0384,0.0,0.536,92.006,4,1,10,4.09,Low popularity
Brighter,Zusha,world,41,2024-01-31,2024,1,2020s,0.766,0.741,-7.358,0.103,0.321,0.0774,4.51e-05,0.129,126.079,4,1,1,2.64,Medium popularity
Ani Maamin,TAI,world,42,2024-02-15,2024,2,2020s,0.514,0.598,-4.537,0.305,0.49,0.0344,0.0,0.461,120.142,4,1,2,3.57,Medium popularity
נקודות,שמואל,world,41,2023-03-15,2023,3,2020s,0.69,0.747,-7.22,0.234,0.603,0.105,0.0,0.108,104.995,4,1,7,3.67,Medium popularity
Chaneinu,"Moshe Lang, Waterbury Mesivta, Sruli, Moyo",world,21,2020-03-27,2020,3,2020s,0.699,0.536,-6.614,0.213,0.266,0.0512,0.0,0.59,133.069,4,1,10,3.37,Low popularity
Before I Go,"DJ Kraz, Isaac Ben",world,27,2020-08-27,2020,8,2020s,0.57,0.555,-10.277,0.112,0.28,0.0448,3.51e-05,0.261,127.956,4,1,2,3.59,Low popularity
Mili Deshtuta - Crazy Stuff,"Thank You Hashem, DJ Farbreng, Moshe Storch, Mikey Mause",world,26,2023-02-21,2023,2,2020s,0.765,0.497,-3.308,0.0941,0.669,0.0899,1.11e-05,0.113,170.115,4,1,8,2.35,Low popularity
Ki Hu Levado,"Yossi Newman, Aryeh Barnett",world,25,2020-09-23,2020,9,2020s,0.603,0.752,-5.973,0.311,0.841,0.0862,3.03e-05,0.19,104.98,4,1,8,3.36,Low popularity
SCREAM,Nissim Black,world,22,2023-08-27,2023,8,2020s,0.795,0.62,-4.835,0.132,0.628,0.0402,3.9e-06,0.273,75.03,4,0,6,2.92,Low popularity
Eliyahu Hanavi,"K3LZ, Avi Abikhzer",world,20,2023-07-30,2023,7,2020s,0.41,0.753,-9.847,0.367,0.337,0.248,0.0,0.464,94.993,4,0,10,2.57,Low popularity
Bou,Danny Palgon,world,22,2020-03-01,2020,3,2020s,0.851,0.641,-4.552,0.0996,0.724,0.213,0.0,0.333,100.028,4,0,0,3.44,Low popularity
Not Today (Dear Yetzer Hara),TAI,world,35,2023-05-11,2023,5,2020s,0.471,0.404,-5.848,0.119,0.497,0.0535,0.0,0.287,76.934,4,1,6,3.61,Low popularity
End of the Tunnel,A.Y. Bouzaglou,world,19,2019-08-15,2019,8,2010s,0.705,0.595,-9.872,0.0883,0.562,0.052,0.000326,0.221,159.97,4,0,6,3.99,Low popularity
Ein Od Milvado,Mordechai Shapiro,world,34,2020-09-28,2020,9,2020s,0.749,0.798,-3.585,0.143,0.81,0.0445,0.0,0.258,100.017,4,0,2,3.13,Low popularity
Ad Matai (Blue),iZZy D JaY,world,34,2023-05-17,2023,5,2020s,0.952,0.654,-3.017,0.332,0.664,0.0288,7.67e-06,0.00635,127.996,4,0,7,2.63,Low popularity
Ahalela,Avi Zelinger,world,20,2019-07-15,2019,7,2010s,0.752,0.604,-5.09,0.0896,0.444,0.0564,0.0,0.0331,128.046,4,0,11,3.72,Low popularity
Yom Yom,Dovid Lowy,world,22,2018-07-19,2018,7,2010s,0.887,0.738,-4.241,0.162,0.798,0.0384,1.63e-05,0.604,125.052,4,1,2,3.79,Low popularity
Ana,"Matt Dubb, Itzik Dadya",world,31,2020-05-30,2020,5,2020s,0.746,0.607,-5.512,0.0968,0.476,0.0453,3.79e-06,0.0334,99.97,4,1,6,3.42,Low popularity
Tzur,Matt Dubb,world,19,2020-12-19,2020,12,2020s,0.873,0.596,-2.956,0.0686,0.64,0.051,0.000195,0.0417,120.005,4,0,7,3.3,Low popularity
Set Me Free,DeScribe,world,30,2017-03-27,2017,3,2010s,0.725,0.689,-7.246,0.051,0.847,0.0757,0.0,0.0334,160.037,4,1,8,3.51,Low popularity
Yesh Kan,Mendy Piamenta,world,29,2019-01-28,2019,1,2010s,0.752,0.768,-4.353,0.123,0.29,0.0878,0.0,0.0808,99.984,4,1,11,3.64,Low popularity
This Is My Home,Duvie Shapiro,world,31,2019-12-29,2019,12,2010s,0.855,0.589,-5.196,0.0362,0.764,0.0487,0.0,0.0649,75.03,4,1,2,3.37,Low popularity
Closer,"DJ Kraz, Aryeh Kunstler",world,23,2020-05-11,2020,5,2020s,0.782,0.489,-6.278,0.231,0.706,0.0432,1.08e-05,0.28,179.878,4,1,7,4.36,Low popularity
Zeh Keili,Ari Goldwag,world,21,2020-07-31,2020,7,2020s,0.844,0.593,-3.197,0.266,0.651,0.0471,0.0,0.598,159.915,4,1,2,3.33,Low popularity
Schar Mitzvah,Mordechai Shapiro,world,32,2016-03-14,2016,3,2010s,0.73,0.677,-5.798,0.139,0.691,0.0482,0.0,0.378,92.06,4,1,8,3.72,Low popularity
So Alive,DeScribe,world,27,2017-03-27,2017,3,2010s,0.874,0.648,-6.135,0.13,0.535,0.0557,0.0,0.00054,128.045,4,0,2,3.21,Low popularity
Friends,Mordechai Shapiro,world,28,2019-06-10,2019,6,2010s,0.785,0.629,-5.188,0.0937,0.567,0.0388,0.0,0.317,128.945,4,1,2,3.57,Low popularity
Es Shem,Yechiel Lazarus,world,13,2024-03-20,2024,3,2020s,0.741,0.616,-3.394,0.331,0.267,0.0279,0.0,0.132,109.928,4,1,9,4.09,Low popularity
Shema,Nachas,world,20,2017-06-06,2017,6,2010s,0.897,0.806,-2.796,0.158,0.912,0.042,0.015,0.124,113.01,4,0,8,4.38,Low popularity
Dreamer,DeScribe,world,27,2013-11-07,2013,11,2010s,0.813,0.644,-7.604,0.0709,0.391,0.0504,1.91e-06,0.0426,120.014,4,0,11,3.2,Low popularity
V'hu Haya,"Yossi Newman, Aryeh Barnett",world,18,2020-09-29,2020,9,2020s,0.672,0.547,-8.226,0.0938,0.345,0.0854,0.0,0.0496,133.992,4,1,10,3.74,Low popularity
Long for the Day,Tani Polansky,world,16,2019-05-23,2019,5,2010s,0.817,0.599,-5.752,0.287,0.644,0.0272,1.16e-06,0.00799,105.017,4,1,2,4.25,Low popularity
מצווה גדולה,Mikey Mocton,world,15,2019-09-02,2019,9,2010s,0.701,0.738,-6.089,0.195,0.414,0.0678,0.0289,0.261,126.062,4,1,7,3.63,Low popularity
Welcome Back - Akiva Hammond Remix,"Waterbury Mesivta, Eli Dachs, Akiva Hammond",world,17,2019-09-22,2019,9,2010s,0.633,0.434,-7.843,0.195,0.464,0.0484,0.0,0.0228,104.415,4,1,9,3.34,Low popularity
Flames,"DJ Kraz, Sholom",world,19,2019-11-11,2019,11,2010s,0.818,0.511,-7.707,0.165,0.519,0.116,0.000189,0.0405,180.004,4,1,3,4.22,Low popularity
V'ohavta,"Yechiel Lazarus, DJ YLK",world,12,2019-12-13,2019,12,2010s,0.939,0.52,-3.887,0.0521,0.558,0.0979,0.000187,0.000343,134.973,4,1,0,3.68,Low popularity
Hodu,Danny Palgon,world,15,2020-03-01,2020,3,2020s,0.825,0.7,-5.446,0.125,0.546,0.0416,0.0,0.0183,113.04,4,0,6,3.61,Low popularity
Everything Is from You,Moshe Siegel,world,16,2020-03-08,2020,3,2020s,0.527,0.601,-9.26,0.184,0.292,0.0335,0.00307,0.00168,132.017,4,1,0,3.94,Low popularity
Modeh Ani,Moshe Tischler,world,29,2020-05-11,2020,5,2020s,0.853,0.728,-3.927,0.117,0.77,0.0649,0.0,0.318,94.958,4,1,11,3.64,Low popularity
Ki Le'olam Chasdo,Joey Newcomb,world,17,2019-01-28,2019,1,2010s,0.726,0.709,-6.023,0.115,0.879,0.0266,0.000697,0.479,110.988,4,0,7,4.43,Low popularity
Sameach,Moshe Lichtenstein,world,15,2020-12-10,2020,12,2020s,0.721,0.665,-7.696,0.14,0.333,0.0321,0.00019,0.161,119.967,4,1,0,3.5,Low popularity
Lo Nafsik Lirkod,Ari Goldwag,world,27,2018-09-06,2018,9,2010s,0.88,0.692,-4.125,0.107,0.894,0.0439,0.0001,0.0654,125.004,4,0,11,4.35,Low popularity
Adama V'shamayim - Remix,DJ Kraz,world,16,2019-02-14,2019,2,2010s,0.707,0.592,-8.98,0.132,0.291,0.0582,1.62e-06,0.0915,105.015,4,0,7,4.54,Low popularity
Ani Maamin,DJ Kraz,world,13,2018-12-21,2018,12,2010s,0.633,0.573,-11.519,0.113,0.357,0.0379,3.43e-05,0.0618,149.99,4,1,11,3.93,Low popularity
Ashira,"Danny Palgon, Yoni Z",world,16,2021-01-15,2021,1,2020s,0.769,0.683,-4.719,0.0493,0.492,0.0432,1.1e-05,0.0891,120.057,4,1,5,3.28,Low popularity
Baruch Hashem,"Zusha, Pumpidisa, Matt Dubb",world,33,2017-07-21,2017,7,2010s,0.675,0.378,-9.647,0.251,0.27,0.24,0.000207,0.00531,141.905,4,0,6,3.46,Low popularity
It's You,Ruvi New,world,12,2020-09-09,2020,9,2020s,0.685,0.669,-6.197,0.122,0.638,0.0342,0.0,0.533,111.974,4,1,11,3.96,Low popularity
Geshmak to Be a Yid,"Moshe Storch, DRS Senior Choir",world,23,2020-03-09,2020,3,2020s,0.853,0.686,-6.138,0.124,0.897,0.137,0.0,0.325,149.916,4,1,6,3.5,Low popularity
Olam Chesed Yibaneh - Remix,"RJ2, Moshe Lang",world,18,2020-08-18,2020,8,2020s,0.834,0.58,-7.476,0.564,0.3,0.0422,0.00583,0.0669,127.908,4,1,7,3.3,Low popularity
Rachem,RJ2,world,13,2017-10-16,2017,10,2010s,0.851,0.6,-5.411,0.148,0.608,0.0411,1.32e-06,0.000291,128.016,4,1,0,4.84,Low popularity
Kol Sasson,RJ2,world,14,2017-10-16,2017,10,2010s,0.943,0.557,-4.549,0.159,0.572,0.117,0.0,0.0259,142.0,4,1,0,3.65,Low popularity
Emes 2.0,"Baruch Naftel, Caudio",world,12,2020-12-30,2020,12,2020s,0.928,0.546,-3.692,0.352,0.524,0.034,0.329,0.243,128.028,4,1,0,4.96,Low popularity
Lehodos,Yehuda Freundlich,world,17,2020-07-31,2020,7,2020s,0.877,0.713,-3.726,0.329,0.758,0.0386,0.000238,0.228,122.041,4,0,0,4.0,Low popularity
Ashira Lashem,"Ari Goldwag, Dovid Pearlman",world,23,2020-07-31,2020,7,2020s,0.828,0.643,-3.842,0.0414,0.606,0.0495,0.0,0.153,103.964,4,0,6,3.9,Low popularity
Shifchi,Danny Palgon,world,12,2020-03-01,2020,3,2020s,0.847,0.608,-5.58,0.0952,0.468,0.0588,0.0,0.261,100.035,4,1,0,3.2,Low popularity
Pischi,Danny Palgon,world,11,2020-03-01,2020,3,2020s,0.816,0.697,-6.428,0.139,0.497,0.206,0.0,0.1,99.983,4,0,4,3.1,Low popularity
Simcha Strong - Camp Simcha 2019 Boys Song - Camp Simcha Remix,"Ami Eller, Camp Simcha",world,18,2019-08-05,2019,8,2010s,0.503,0.648,-9.513,0.182,0.574,0.0384,0.0,0.648,121.966,4,1,8,2.77,Low popularity
Ponies (Turning Around) [feat. Aryeh Kunstler],"A.K.A. Pella, Aryeh Kunstler",world,15,2015-07-29,2015,7,2010s,0.885,0.59,-2.536,0.52,0.427,0.043,2.26e-05,0.00624,122.035,4,1,5,4.02,Low popularity
Thank You Hashem,Baruch Levine,world,15,2020-12-06,2020,12,2020s,0.83,0.669,-5.196,0.374,0.56,0.0386,0.0,0.179,128.172,4,0,4,0.67,Low popularity
Anim,Gad Feureisen,world,26,2019-03-05,2019,3,2010s,0.778,0.687,-4.604,0.0771,0.892,0.0335,0.0,0.0897,95.05,4,1,0,3.77,Low popularity
Bsimcha,Danny Palgon,world,16,2018-12-04,2018,12,2010s,0.633,0.578,-6.666,0.0996,0.386,0.0424,0.0,0.429,144.04,4,1,6,3.05,Low popularity
Ayeh! - DJ Roi Cohen Remix,"Reuven Garber ראובן גרבר, DJ Roi Cohen",world,23,2020-03-02,2020,3,2020s,0.852,0.708,-5.729,0.357,0.533,0.0795,1.04e-06,0.0438,104.982,4,0,4,4.69,Low popularity
Eimosai,Danny Palgon,world,13,2021-03-07,2021,3,2020s,0.715,0.649,-6.411,0.251,0.448,0.0478,0.000106,0.335,119.981,4,1,2,3.17,Low popularity
Ashira Lashem,"Dovid Pearlman, Ari Goldwag",world,12,2020-08-13,2020,8,2020s,0.828,0.643,-3.842,0.0414,0.606,0.0495,0.0,0.153,103.964,4,0,6,3.9,Low popularity
Adon Olam,"Dovid Pearlman, C. Neuhaus",world,21,2015-05-06,2015,5,2010s,0.886,0.625,-5.794,0.221,0.314,0.0577,0.00252,0.00514,139.968,4,1,9,4.82,Low popularity
לא נורא,Shuky,world,27,2016-02-24,2016,2,2010s,0.919,0.612,-4.772,0.0989,0.789,0.0367,6.53e-06,0.00372,130.019,4,0,11,3.71,Low popularity
Power,Yoni Z,world,23,2019-06-23,2019,6,2010s,0.83,0.723,-5.359,0.0614,0.613,0.0479,1.81e-05,0.0682,109.99,4,1,1,3.25,Low popularity
B'yeshiva Sheli,Zevi Kaufman,world,13,2020-09-06,2020,9,2020s,0.722,0.65,-7.52,0.247,0.467,0.0526,4.5e-05,0.104,127.962,4,1,0,3.45,Low popularity
Hey-Ha,Uzi Bodner,world,15,2019-02-13,2019,2,2010s,0.818,0.505,-5.816,0.169,0.625,0.0786,1.94e-06,0.0868,176.078,4,1,8,3.95,Low popularity
Ad Layla,Uzi Bodner,world,12,2019-02-13,2019,2,2010s,0.855,0.641,-7.098,0.0813,0.737,0.0571,0.000141,0.0255,113.019,4,0,6,3.88,Low popularity
Nodeh Lecha,Nachas,world,24,2021-04-29,2021,4,2020s,0.736,0.553,-5.379,0.164,0.725,0.112,0.0,0.287,120.972,4,0,11,3.38,Low popularity
Hallelukah,Yoni Z,world,24,2018-07-28,2018,7,2010s,0.904,0.659,-2.83,0.0615,0.668,0.0309,0.0635,0.271,109.991,4,0,5,4.02,Low popularity
Ein yeush,"Moshe Lang, A.Y. Bouzaglou",world,11,2021-05-04,2021,5,2020s,0.606,0.422,-9.662,0.11,0.413,0.0412,1.3e-05,0.0805,144.115,4,1,3,3.57,Low popularity
Who Am I,BINYAMIN,world,25,2021-04-30,2021,4,2020s,0.482,0.759,-7.158,0.0915,0.391,0.0433,0.0,0.147,79.995,4,1,10,2.69,Low popularity
Accept,Aryeh Kunstler,world,17,2020-06-20,2020,6,2020s,0.569,0.542,-9.611,0.203,0.445,0.0254,0.0,0.201,80.027,4,1,2,3.6,Low popularity
Dry Tears,"Yossi Rodal, iZZy D JaY",world,32,2020-08-02,2020,8,2020s,0.402,0.722,-7.393,0.109,0.337,0.0453,0.0,0.678,99.914,4,0,3,2.8,Low popularity
Proud Jew,"Yossi Rodal, iZZy D JaY, CTeen",world,36,2021-02-22,2021,2,2020s,0.624,0.853,-4.377,0.129,0.718,0.0731,0.0,0.132,127.903,4,1,4,3.51,Low popularity
Unspoken,"Yossi Rodal, iZZy D JaY",world,27,2018-01-19,2018,1,2010s,0.895,0.641,-5.344,0.0783,0.496,0.0975,6.4e-06,0.556,99.862,4,1,3,3.0,Low popularity
How to Fly,Jeryko,world,23,2020-12-16,2020,12,2020s,0.634,0.702,-4.773,0.47,0.124,0.0412,0.0,0.146,97.043,4,1,9,2.59,Low popularity
Believe,"Eli Skies, Shmuel Zimmer",world,13,2019-08-08,2019,8,2010s,0.549,0.691,-7.176,0.116,0.367,0.0289,7.66e-06,0.589,125.043,4,1,2,3.07,Low popularity
Elokai,"Eli Skies, Dovid Gross",world,11,2019-07-15,2019,7,2010s,0.517,0.545,-6.382,0.118,0.151,0.0411,0.0,0.259,74.997,4,0,0,3.41,Low popularity
Nyet Nyet,"The International Nigun Project, Leo Chelyapov, Yossi Rodel, Shmuel Marcus, iZZy D JaY",world,28,2018-06-21,2018,6,2010s,0.872,0.707,-5.18,0.158,0.628,0.0464,0.0,0.0526,124.943,4,1,0,3.3,Low popularity
Modeh Ani,"Hershel, iZZy D JaY",world,20,2020-11-03,2020,11,2020s,0.804,0.612,-4.868,0.141,0.453,0.0374,0.0,0.137,125.99,4,0,3,3.27,Low popularity
Odecha,Reuven Garber ראובן גרבר,world,16,2021-02-27,2021,2,2020s,0.647,0.455,-7.67,0.127,0.171,0.0628,0.0116,0.0377,111.979,4,1,10,3.11,Low popularity
Idan Chadash,Duvie Shapiro,world,22,2020-12-24,2020,12,2020s,0.72,0.714,-6.751,0.0742,0.696,0.0315,0.0,0.0922,113.015,4,1,6,4.57,Low popularity
Never Alone,Danny Palgon,world,13,2021-05-18,2021,5,2020s,0.556,0.732,-10.801,0.19,0.22,0.104,0.00487,0.572,105.021,4,1,9,3.87,Low popularity
K'Echud,"Yossi Newman, Aryeh Barnett",world,14,2021-05-23,2021,5,2020s,0.737,0.668,-7.467,0.573,0.465,0.0518,0.000239,0.00296,111.97,4,1,0,4.02,Low popularity
Only One,Nissim Black,world,17,2021-01-27,2021,1,2020s,0.768,0.724,-5.895,0.174,0.734,0.133,0.0,0.233,159.962,4,1,0,2.27,Low popularity
Ah-Yay!,Nachas,world,32,2021-06-21,2021,6,2020s,0.644,0.666,-7.062,0.101,0.45,0.0411,0.0,0.133,128.083,4,0,1,3.72,Low popularity
תרקדו,איציק וינגרטן,world,34,2021-07-20,2021,7,2020s,0.885,0.778,-5.852,0.0835,0.794,0.0475,0.0,0.0827,128.021,4,0,5,3.62,Low popularity
Sois Tosis,"Mordechai Shapiro, Freilach Band",world,15,2021-06-02,2021,6,2020s,0.807,0.605,-6.473,0.42,0.748,0.0662,0.0,0.0885,124.723,4,1,10,1.24,Low popularity
Hashem Echad,Itzik Orlev,world,28,2016-09-27,2016,9,2010s,0.789,0.637,-4.538,0.0852,0.601,0.0266,0.0,0.434,105.048,4,0,11,3.96,Low popularity
ריקוד מנצח,Itzik Orlev,world,24,2019-08-12,2019,8,2010s,0.948,0.636,-3.865,0.128,0.74,0.0361,3.06e-05,0.0625,110.012,4,0,7,3.3,Low popularity
Sultan - Workout Remix,"Vishal-Shekhar, Sukhwinder Singh, Shadab Faridi, Irshad Kamil",indian,42,2022-03-03,2022,3,2020s,0.743,0.797,-7.217,0.123,0.586,0.074,0.843,0.00929,140.028,4,1,9,3.43,Medium popularity
"Humraah (From ""Malang - Unleash The Madness"")","Sachet Tandon, Kunaal Vermaa, The Fusion Project",indian,66,2020-01-23,2020,1,2020s,0.854,0.468,-3.932,0.126,0.277,0.059,0.0,0.176,155.867,4,0,11,5.0,Medium popularity
"Singham Again Title Track (From ""Singham Again"")","Santhosh Venky, Ravi Basrur, Swanand Kirkire",indian,50,2024-10-26,2024,10,2020s,0.939,0.622,-5.881,0.0634,0.231,0.0556,0.0901,0.367,100.081,4,1,1,3.68,Medium popularity
Dangal,"Pritam, Daler Mehndi",indian,58,2016-12-14,2016,12,2010s,0.867,0.617,-5.1,0.0559,0.665,0.139,0.0,0.237,178.004,4,0,6,4.99,Medium popularity
Kar Har Maidaan Fateh,"Sukhwinder Singh, Shreya Ghoshal",indian,48,2018-06-29,2018,6,2010s,0.821,0.557,-7.794,0.0863,0.184,0.0573,0.0,0.0189,170.022,4,0,1,5.2,Medium popularity
"Sarphira (From ""Chandu Champion"")","Pritam, Sreerama Chandra, Kausar Munir",indian,45,2024-06-08,2024,6,2020s,0.821,0.654,-5.698,0.131,0.602,0.0415,1.67e-05,0.416,125.877,4,1,0,3.42,Medium popularity
"Illegal Weapon 2.0 (From ""Street Dancer 3D"")","Jasmine Sandlas, Garry Sandhu, Tanishk Bagchi, Intense",indian,66,2020-01-04,2020,1,2020s,0.919,0.805,-1.294,0.0598,0.494,0.0938,0.00343,0.101,94.993,4,1,1,3.14,Medium popularity
"Ghungroo (From ""War"")","Vishal-Shekhar, Arijit Singh, Shilpa Rao, Kumaar",indian,65,2019-09-30,2019,9,2010s,0.727,0.695,-6.274,0.533,0.864,0.0323,0.000175,0.0744,118.034,4,0,6,5.05,Medium popularity
Sooraj Dooba Hain,"Arijit Singh, Aditi Singh Sharma",indian,65,2015-01-09,2015,1,2010s,0.75,0.616,-4.629,0.137,0.434,0.0594,0.0,0.172,128.051,4,1,2,4.41,Medium popularity
Gallan Goodiyaan,"Yashita Sharma, Manish Kumar Tipu, Farhan Akhtar, Shankar Mahadevan, Sukhwinder Singh",indian,64,2015-05-02,2015,5,2010s,0.858,0.83,-3.18,0.0567,0.949,0.0554,1.72e-05,0.134,119.974,4,0,6,4.94,Medium popularity
